Time,Open,High,Low,Close,Volume,EMA5,EMA20,EMA50,MACD,macdsignal,macdhist,slowk,slowd,CCI,VOLEMA10,rsi,tenkan_sen,kijun_sen,senkou_A,senkou_B,chikou,rsi_overbought,rsi_oversold
2022-06-05 12:00:00,29718.69,29780.65,29675.24,29717.99,564.954,29697.34325762869,29718.594865333394,,,,,60.524512252646694,47.773498804093016,-5.990388452261933,686.0723585347524,55.109103972821835,29755.835,,,,31506.69,70.0,30.0
2022-06-05 13:00:00,29718.0,29754.89,29640.73,29656.46,508.84233,29683.715505085795,29712.677259111166,,,,,64.06797426592102,57.55004377843085,-55.49040677756116,653.8487169829792,51.33077748313971,29755.835,29821.7,,,31541.42,70.0,30.0
2022-06-05 14:00:00,29656.45,29837.86,29626.65,29791.71,1035.92173,29719.713670057197,29720.204186814863,,,,,68.82941718067998,64.47396789974921,64.26535943631545,723.3165375315284,58.12669926386182,29764.84,29821.7,,,31310.95,70.0,30.0
2022-06-05 15:00:00,29791.72,29981.0,29781.7,29972.22,1570.92494,29803.8824467048,29744.205692832496,,,,,76.46339229906904,69.78692791522333,240.5346985747781,877.4271561621597,65.12586239374451,29836.41,29840.35,,,31346.12,70.0,30.0
2022-06-05 16:00:00,29972.23,30189.0,29761.0,29866.94,3160.67496,29824.901631136534,29755.894674467498,,,,,73.9830894887451,73.09196632283137,200.86542699062488,1292.5631204963124,58.938090774072684,29940.41,29940.41,,,31349.5,70.0,30.0
2022-06-05 17:00:00,29866.95,30132.47,29846.38,30021.99,1856.99172,29890.597754091024,29781.237086422974,,,,,70.26384007682464,73.57010728821291,189.40140996151618,1395.1865022242557,64.31547734549949,29940.41,29940.41,,,31470.72,70.0,30.0
2022-06-05 18:00:00,30022.0,30092.09,29979.44,29996.31,904.97902,29925.835169394017,29801.720221049356,,,,,59.58863104235203,67.94518686930725,150.15303467315778,1306.057869092573,62.84747124663299,29949.5,29940.41,,,31462.49,70.0,30.0
2022-06-05 19:00:00,29996.31,30100.0,29956.07,30049.86,744.61866,29967.17677959601,29825.352580949417,,,,,67.84231018198847,65.8982604337217,120.49015822807694,1203.9780128939233,64.65898057374521,29965.565000000002,29940.41,,,31488.86,70.0,30.0
2022-06-05 20:00:00,30049.85,30127.47,29945.84,29945.84,793.84855,29960.064519730673,29836.82757323995,,,,,58.804144241164316,62.07836182183493,87.16593005238455,1129.4090196404827,58.674285058387966,29971.945,29940.41,,,31395.55,70.0,30.0
2022-06-05 21:00:00,29945.85,29996.75,29815.75,29965.23,1006.36058,29961.786346487115,29849.056375788525,,65.00255889132677,31.669934055887197,33.332624835439574,52.62461059190027,59.75702167168435,43.08669448004189,1107.0365760694858,59.42813315214547,29971.945,29940.41,,,31373.1,70.0,30.0
2022-06-05 22:00:00,29965.23,30070.83,29875.01,30022.67,1946.38215,29982.080897658077,29865.591006665807,,70.14394270545745,39.364735785801244,30.779206919656204,52.25442075382737,54.561058528963976,63.29403895677962,1259.6448622386702,61.659361950867705,30013.43,29940.41,,,30197.77,70.0,30.0
2022-06-05 23:00:00,30022.67,30050.92,29894.89,29919.21,1215.85126,29961.12393177205,29870.69757745954,,65.11951187373415,44.51569100338783,20.603820870346325,48.92212957310869,51.2670536396121,40.76476455083082,1251.6823891043664,55.715881389497824,30085.0,29940.41,,,29568.47,70.0,30.0
2022-06-06 00:00:00,29919.2,30396.99,29890.23,30301.7,2491.61974,30074.649287848035,29911.745427225298,,90.9529120839361,53.803135219497484,37.149776864438614,61.05862216355509,54.078390830163706,158.4681116965751,1477.1255438126634,67.99754933948316,30196.870000000003,30044.405,,,29402.08,70.0,30.0
2022-06-06 01:00:00,30301.69,30924.56,30301.69,30844.07,5378.11621,30331.122858565355,30000.538243680032,,153.422238036841,73.7269557829662,79.69528225387481,69.8455493778181,59.94210037149395,319.90804029042016,2186.396574028543,77.51872444882069,30460.655,30308.190000000002,,,29563.62,70.0,30.0
2022-06-06 02:00:00,30844.06,31145.32,30844.06,30926.11,4177.22499,30529.451905710237,30088.687934758123,,207.1615419824302,100.41387302285901,106.7476689595712,86.36339602098421,72.42252252078579,256.64877560664945,2548.365376932444,78.55790088575932,30571.035,30418.57,,,29522.42,70.0,30.0
2022-06-06 03:00:00,30926.12,31276.87,30926.11,31251.0,6152.95419,30769.967937140158,30199.384321924015,,272.8213209485475,134.8953626079967,137.9259583405508,91.20626257709233,82.47173599196488,198.25621269400833,3203.745161126545,82.08882099940486,30636.809999999998,30484.345,,,29478.41,70.0,30.0
2022-06-06 04:00:00,31250.99,31357.0,31148.43,31222.91,2376.7092,30920.948624760105,30296.86295793125,,318.91429511347087,171.69914910909154,147.21514600437933,90.57868849413404,89.38278236407018,153.45046942213688,3053.374986376264,80.84917899034812,30676.875,30524.41,,,29521.24,70.0,30.0
2022-06-06 05:00:00,31222.91,31283.34,31153.6,31169.05,1937.11907,31003.649083173405,30379.928390509227,,347.0961490020745,206.77854908768813,140.3175999143864,90.39418352692576,90.72637819938403,114.2513789390711,2850.4193652169433,78.40433235417838,30676.875,30524.41,,,29585.12,70.0,30.0
2022-06-06 06:00:00,31169.05,31434.75,31160.42,31274.23,2619.20575,31093.8427221156,30465.09997236549,,373.6108647381334,240.14501221777718,133.4658525203562,81.95773757619081,87.64353653241686,102.91252208769602,2808.38052608659,79.69560391101756,30742.835,30563.285,,,29652.76,70.0,30.0
2022-06-06 07:00:00,31274.23,31393.15,31196.74,31292.77,2240.20227,31160.151814743735,30543.925689283064,,391.60580310982914,270.4371703961876,121.16863271364156,75.70047218380553,82.68413109564068,87.71842458217145,2705.075388616301,79.92348097282446,30742.835,30563.285,,,29561.54,70.0,30.0
2022-06-06 08:00:00,31292.76,31483.28,31281.0,31469.28,2697.09011,31263.194543162488,30632.054671256104,,415.3222271547784,299.41418174790573,115.90804540687265,80.24345754039383,79.3005557667967,88.76096867076862,2703.623519776974,81.99525240497717,30940.135000000002,30587.55,,,29597.79,70.0,30.0
2022-06-06 09:00:00,31469.27,31550.0,31380.0,31475.14,2231.52074,31333.84302877499,30712.348512088858,,429.63791861842765,325.4589291220101,104.17898949641756,83.0068022231136,79.65024398243763,84.2379241207943,2617.786650726615,82.06143656641157,31237.28,30620.91,,,29521.5,70.0,30.0
2022-06-06 10:00:00,31475.13,31535.9,31390.0,31483.19,1653.15499,31383.62535251666,30785.761987128015,,436.59992282934036,347.6871278634761,88.91279496586424,86.59494037355243,83.28173337901994,76.56823734729485,2442.3990760490487,82.15846126184803,31347.66,30620.91,,,29504.21,70.0,30.0
2022-06-06 11:00:00,31483.19,31599.37,31338.37,31396.71,2651.56181,31387.986901677774,30843.947512163442,,430.18029737829784,364.18576176644046,65.99453561185737,71.21058135990945,80.2707746521918,68.96865971364295,2480.428664040131,77.32017102125526,31438.12,30654.684999999998,,,29564.48,70.0,30.0
2022-06-06 12:00:00,31396.72,31479.57,31346.95,31408.96,1933.57207,31394.97793445185,30897.758225290734,,421.22554470436444,375.59371835402527,45.63182635033917,57.5696459763962,71.79172256995268,60.176204559094636,2381.000192396471,77.52210082839144,31441.355,30670.75,,,29908.73,70.0,30.0
2022-06-06 13:00:00,31408.97,31527.9,31256.0,31442.96,4312.83641,31410.971956301233,30949.682203834473,30187.761199999994,412.12167244183,382.8993091715862,29.222363270243818,48.10224320254767,58.96082351295109,58.56694697125955,2732.2431410516583,78.10479043689827,31441.355,30677.129999999997,,,29891.17,70.0,30.0
2022-06-06 14:00:00,31442.96,31765.64,31421.73,31506.69,4918.62416,31442.87797086749,31002.730565374048,30239.48389803921,405.3763403564626,387.39471540856147,17.98162494790114,47.94346908452892,51.205119421157576,109.88083868934781,3129.7669626786296,79.19354343345924,31579.395,30760.265,,,29918.31,70.0,30.0
2022-06-06 15:00:00,31506.69,31559.41,31162.55,31541.42,5502.63391,31475.72531391166,31054.03432105271,30290.54021576316,398.24234695218547,389.5642417172863,8.678105234899192,55.48654917289624,50.510753819990924,43.06188614235697,3561.1973167370606,79.78351549059217,31579.395,30801.75,29788.7675,,29943.75,70.0,30.0
2022-06-06 16:00:00,31541.41,31555.75,31223.78,31310.95,3354.61617,31420.80020927444,31078.50248095245,30330.556285733233,369.729590331146,385.5973114400582,-15.867721108912178,45.53923425874416,49.656417505389754,-2.7925724128748755,3523.637108239413,66.34025132487122,31622.605,30873.32,29793.27,,30193.41,70.0,30.0
2022-06-06 17:00:00,31310.95,31372.99,31000.01,31346.12,3330.05141,31395.90680618296,31103.989863718885,30370.382313743696,345.98267741914606,377.67438463587575,-31.691707216729696,44.21132919575185,48.4123708757974,-102.45932153599223,3488.4397085595197,67.24719987103687,31569.315000000002,30881.195,29838.379999999997,,31059.71,70.0,30.0
2022-06-06 18:00:00,31346.12,31437.6,31230.24,31349.5,2019.47844,31380.43787078864,31127.371781459944,30408.779085753747,323.7043533152246,366.8803783717455,-43.17602505652093,38.486631172970704,42.74573154248889,-34.88669449659079,3221.3558415486978,67.33828339014326,31569.315000000002,30881.195,29940.41,,31350.33,70.0,30.0
2022-06-06 19:00:00,31349.5,31483.96,31244.99,31470.72,1765.41874,31410.531913859093,31160.07161179709,30450.423827488896,312.2308588940323,355.9504744762029,-43.719615582170604,58.332932424382186,47.010297597701566,5.329907336722975,2956.64000490348,70.5061382116485,31569.315000000002,30881.195,29940.41,,31401.21,70.0,30.0
2022-06-06 20:00:00,31470.72,31542.66,31272.39,31462.49,1816.14991,31427.85127590606,31188.87336305451,30490.112696999135,299.02694322051684,344.56576822506565,-45.53882500454881,71.003886593894,55.94115006374894,25.808835002529648,2749.2781694664836,70.00966649579395,31569.315000000002,30881.195,29944.955,,31259.96,70.0,30.0
2022-06-06 21:00:00,31462.49,31599.85,31410.23,31488.86,1300.12136,31448.187517270708,31217.44351895408,30529.27925790113,287.3778703341959,333.1281886468917,-45.75031831269581,82.9536722931976,70.76349710382458,104.31818427318858,2485.79511319985,70.72107281922808,31569.315000000002,30881.195,29952.987500000003,,31125.33,70.0,30.0
2022-06-06 22:00:00,31488.86,31543.4,31381.58,31395.55,964.87495,31430.641678180473,31234.406040958456,30563.250659552064,267.5326095789933,320.009072833312,-52.47646325431873,69.81367510850889,74.5904113318668,24.23981981816987,2209.264174436241,64.85827939491585,31569.315000000002,30881.195,29956.177499999998,,31079.67,70.0,30.0
2022-06-06 23:00:00,31395.55,31431.14,31317.61,31373.1,1012.06796,31411.46111878698,31247.614989438604,30595.00945721669,247.1446405020797,305.43618636706555,-58.291545864985835,54.10793837889216,68.95842859353287,-51.904955673716216,1991.5921354478335,63.49443674929935,31486.42,30908.28,29956.177499999998,,31118.19,70.0,30.0
2022-06-07 00:00:00,31373.1,31381.03,30131.01,30197.77,10182.07375,31006.897412524653,31147.629752349214,30579.43143928662,134.5961787979213,271.2681848532367,-136.67200605531536,28.457388623196163,50.793000703532385,-403.7322210709507,3480.770610820955,29.051667305065504,31486.42,30908.28,29976.92,,30973.14,70.0,30.0
2022-06-07 01:00:00,30197.77,30257.14,29295.18,29568.47,11463.15517,30527.42160834977,30997.233585458813,30539.78589264793,-5.317244802747155,215.9510989220399,-221.26834372478706,17.501580398253747,33.35563580011401,-325.9029464420248,4932.1132579444175,22.12980968007162,30928.495,31011.39,30012.705,,30026.72,70.0,30.0
2022-06-07 02:00:00,29568.47,29568.48,29218.96,29402.08,6359.73876,30152.307738899846,30845.314196367497,30495.169975289187,-128.14870494796924,147.13113814803808,-275.2798430960073,8.093735517042985,18.017568179497616,-220.15633047394212,5191.681531045432,20.72383985185177,30584.165,30667.059999999998,30120.6375,,30248.45,70.0,30.0
2022-06-07 03:00:00,29402.09,29668.1,29340.0,29563.62,6120.68755,29956.078492599896,30723.248082427734,30458.63860370922,-210.03741355236707,75.69742780795704,-285.73484136032414,11.772076619168663,12.455797511488448,-144.65158378109453,5360.591716309899,25.66180343903861,30584.165,30667.059999999998,30384.4225,,30548.89,70.0,30.0
2022-06-07 04:00:00,29563.61,29608.0,29455.4,29522.42,3289.71517,29811.525661733263,30608.883503148903,30421.924148661798,-275.0882546121975,5.540291323926127,-280.6285459361236,12.497918768381581,10.787910301531062,-112.45869834630311,4984.068707889917,25.23015808644124,30584.165,30667.059999999998,30494.802499999998,,30534.75,70.0,30.0
2022-06-07 05:00:00,29522.42,29632.49,29401.0,29478.41,3878.02366,29700.487107822177,30501.219359991865,30384.923593812317,-326.4298736236051,-60.85374166558012,-265.576131958025,18.202193046911926,14.157396144820709,-94.06077421516102,4782.969608273569,24.751224363280645,30584.165,30667.059999999998,30560.5775,,30561.77,70.0,30.0
2022-06-07 06:00:00,29478.4,29561.26,29441.92,29521.24,1489.61972,29640.738071881453,30407.88799237359,30351.05364895693,-359.51815206703395,-120.5866237458709,-238.93152832116306,35.44280916216605,22.047640325819838,-79.31612556564792,4184.178719496556,26.219071903972086,30552.33,30663.449999999997,30600.6425,,30505.23,70.0,30.0
2022-06-07 07:00:00,29521.23,29598.75,29493.92,29585.12,1628.00425,29622.198714587634,30329.52913595706,30321.017035272347,-376.249103530492,-171.71911970279513,-204.52998382769687,55.66724480742081,36.437415672166246,-64.63739760680694,3719.419725042637,28.460520602839086,30496.199999999997,30663.449999999997,30600.6425,,30530.6,70.0,30.0
2022-06-07 08:00:00,29585.12,29733.63,29560.54,29652.76,2128.62612,29632.38580972509,30265.074932532578,30294.81087702637,-379.6738762892637,-213.31007102008886,-166.36380526917486,72.56619536682028,54.55874977880236,-50.34936191471272,3430.184524125794,30.85584073482342,30471.144999999997,30663.449999999997,30653.059999999998,,30382.78,70.0,30.0
2022-06-07 09:00:00,29652.76,29663.91,29550.0,29561.54,1388.65084,29608.770539816727,30198.071605624715,30266.05515635867,-385.3071441055181,-247.7094856371747,-137.59765846834338,66.22015598294888,64.81786538572997,-48.47214185623781,3058.996581557468,29.424955644405614,29909.199999999997,30663.449999999997,30653.059999999998,,30410.85,70.0,30.0
2022-06-07 10:00:00,29561.53,29655.96,29532.5,29597.79,1142.84869,29605.110359877817,30140.90192889855,30239.848679638722,-382.43797052445734,-274.65518261463126,-107.78278790982608,59.12824731810042,65.97153288928983,-42.83361570446064,2710.6060558197464,30.798322688320113,29647.445,30663.449999999997,30763.8425,,30137.78,70.0,30.0
2022-06-07 11:00:00,29597.79,29617.57,29345.0,29521.5,3012.27658,29577.240239918545,30081.911269003453,30211.6781431823,-381.9175870005565,-296.1076634918163,-85.80992350874021,49.037663078801906,58.128688793283715,-49.46056500803402,2765.455242034338,29.497365575642924,29647.445,30663.449999999997,30929.095,,30766.49,70.0,30.0
2022-06-07 12:00:00,29521.51,29570.0,29401.44,29504.21,2637.31256,29552.896826612363,30026.892100526933,30183.93429443005,-378.5368011969258,-312.5934910328382,-65.94331016408762,46.60537971163682,51.5904300361797,-49.188810857366065,2742.156572573549,29.19635852755859,29647.445,30663.449999999997,30984.285,,30425.75,70.0,30.0
2022-06-07 13:00:00,29504.21,29715.57,29430.01,29564.48,3272.75616,29556.75788440824,29982.8528528577,30159.641969158285,-366.76636444254837,-323.42806571478025,-43.33829872776812,48.53687040257782,48.05997106433883,-22.24274581151834,2838.6292248329037,31.80860348921874,29647.445,30663.449999999997,31046.402499999997,,30442.98,70.0,30.0
2022-06-07 14:00:00,29564.47,30041.25,29506.33,29908.73,5812.94357,29674.08192293883,29975.79353353792,30149.802284093254,-325.9033001541611,-323.92311260265643,-1.9801875515046845,60.38708989955931,51.84311333792463,221.81762374379272,3379.4136512269215,44.42168311387433,29801.254999999997,30663.449999999997,31056.052499999998,,,70.0,30.0
2022-06-07 15:00:00,29908.72,30027.01,29775.8,29891.17,3357.91031,29746.444615292552,29967.73414939145,30139.659841579793,-291.5748788438359,-317.4534658508923,25.87858700705641,72.8796024472431,60.601187583126716,227.99666954225876,3375.503952822027,43.97486444724043,29805.625,30663.449999999997,31059.2425,,,70.0,30.0
2022-06-07 16:00:00,29891.17,29950.0,29747.62,29918.31,1742.51734,29803.733076861703,29963.027087544644,30130.979455635486,-259.19158717513346,-305.8010901157405,46.60950294060706,80.06535052750874,71.11068095810369,154.13516354523875,3078.5972959452947,44.897390166027904,29805.625,30580.555,31169.83,,,70.0,30.0
2022-06-07 17:00:00,29918.32,29989.3,29863.2,29943.75,1230.33646,29850.405384574467,29961.191174445154,30123.63712404194,-228.83691037287645,-290.4082541671677,61.57134379429124,81.09275451828192,78.01256916434455,141.50101037170302,2742.549871227968,45.79833896258499,29805.625,30580.555,31190.572500000002,30710.08,,70.0,30.0
2022-06-07 18:00:00,29943.76,30268.65,29925.19,30193.41,2532.70536,29964.74025638298,29983.307253069426,30126.37331525598,-182.5310307087384,-268.83280947548184,86.30177876674344,84.98795613250452,82.0486870594317,169.72382695884636,2704.396323731974,53.784407113553954,29919.325,30580.555,31247.9625,30710.08,,70.0,30.0
2022-06-07 19:00:00,30193.42,31429.85,30189.78,31059.71,9207.19644,30329.730170921986,30085.82180039615,30162.974753873394,-75.06481694670583,-230.07921096972663,155.0143940230208,84.05867043200018,83.37979369426218,282.7472912917427,3886.723617598888,70.19473930505093,30499.925,30580.555,31225.255,30728.73,,70.0,30.0
2022-06-07 20:00:00,31059.71,31589.6,31048.99,31350.33,8526.58092,30669.93011394799,30206.251152739373,30209.53770470189,33.17116041040572,-177.42913669370014,210.60029710410586,85.04578877869903,84.69747178106788,251.81178256088856,4730.334036217272,73.58353517335152,30579.8,30580.555,31225.255,30728.73,,70.0,30.0
2022-06-07 21:00:00,31350.33,31547.56,31271.1,31401.21,3571.36425,30913.690075965325,30320.056757240385,30256.269951576323,121.65221206728165,-117.6128669415038,239.26507900878545,84.69831139935278,84.60092353668396,177.7745258237053,4519.612256905041,74.13793360627785,30652.585,30580.555,31225.255,30728.73,,70.0,30.0
2022-06-07 22:00:00,31401.21,31568.0,30300.0,31259.96,10302.91669,31029.113383976885,30409.57135178892,30295.630345632155,178.32081707403995,-58.426130138395045,236.746947212435,85.43088483782365,85.05832833862513,102.33513633748498,5571.122153831398,69.76084758293625,30769.8,30580.555,31225.255,30728.73,,70.0,30.0
2022-06-07 23:00:00,31259.96,31386.46,30914.26,31125.33,6396.55626,31061.185589317924,30477.738842094735,30328.167586979915,209.94743561695213,-4.751416987325612,214.69885260427776,78.70535785643587,82.9448513645374,91.18784677124606,5721.201082225689,65.77480229322869,30769.8,30575.43,31225.255,30728.73,,70.0,30.0
2022-06-08 00:00:00,31125.32,31327.22,31050.83,31079.67,3357.85846,31067.34705954528,30535.065619038094,30357.638269843446,228.69116882730304,41.93710017560012,186.75406865170294,69.16221942180401,77.76615403868782,76.93966656687496,5291.5024236392,64.43018527009208,30769.8,30575.43,31225.255,30728.73,,70.0,30.0
2022-06-08 01:00:00,31079.67,31230.0,30738.51,31118.19,4038.99251,31084.294706363522,30590.6012743678,30387.4638278888,243.84308323624282,82.31829678772867,161.52478644851413,63.93929992160827,70.60229239994935,55.27438204482155,5063.773348432072,65.07876548569914,30789.449999999997,30575.43,31197.35,30728.73,,70.0,30.0
2022-06-08 02:00:00,31118.19,31244.16,30948.83,30973.14,1803.16908,31047.243137575682,30627.03353395182,30410.43152091277,241.3644625226043,114.1275299347038,127.2369325879005,59.35701922098452,64.15284618813223,50.133975343252,4470.93620871715,60.59795861225141,30929.125,30575.43,31197.35,30728.73,,70.0,30.0
2022-06-08 03:00:00,30973.13,31028.92,29843.88,30026.72,10457.20765,30707.06875838379,30569.8608164326,30395.38401028874,161.17403931365698,123.53683181049443,37.63720750316254,43.155215297533864,55.48384481337552,-40.96969116471012,5559.349198041305,40.83964919090575,31309.26,30575.43,30969.942499999997,30728.73,,70.0,30.0
2022-06-08 04:00:00,30026.71,30396.0,29872.55,30248.45,6228.52668,30554.195838922526,30539.25026248664,30389.621892238203,114.19790672187446,121.66904679277044,-7.471140070895984,30.737960032513072,44.416731517010454,-62.441287948151185,5681.017831124704,45.33655716680304,30992.8,30575.43,30625.6125,30667.059999999998,,70.0,30.0
2022-06-08 05:00:00,30248.45,30650.02,30213.34,30548.89,2681.82617,30552.42722594835,30540.168332726007,30395.867700385723,100.05856743518598,117.34695092125355,-17.288383486067573,29.824972298078578,34.57271587604181,-32.92008520558611,5135.710256374758,50.79434056367093,30982.0,30575.43,30625.6125,30667.059999999998,,70.0,30.0
2022-06-08 06:00:00,30548.89,30686.63,30352.58,30534.75,2395.55103,30546.5348172989,30539.652301037815,30401.31406507648,86.71249172698299,111.22005908239944,-24.507567355416455,42.320012190606256,34.294314840399274,-35.87438328356782,4637.499487942983,50.53858872512601,30982.0,30575.43,30625.6125,30667.059999999998,,70.0,30.0
2022-06-08 07:00:00,30534.74,30637.84,30314.45,30561.77,2004.93254,30551.6132115326,30541.758748558022,30407.606454681325,77.42342965671196,104.46073319726194,-27.037303540549985,53.42172228517654,41.855568924620435,-50.86315525201835,4158.85095195335,51.04582903222301,30891.23,30575.43,30625.6125,30667.059999999998,,70.0,30.0
2022-06-08 08:00:00,30561.77,30616.85,30431.48,30505.23,1813.73793,30536.152141021732,30538.279820123924,30411.434829007547,64.7530427964557,96.5191951171007,-31.76615232064499,62.54485231438182,52.76219559672151,-58.23847616890947,3732.46676614365,49.89279992063055,30861.61,30579.8,30607.89,30663.449999999997,,70.0,30.0
2022-06-08 09:00:00,30505.24,30575.76,30373.17,30530.6,1709.95412,30534.301427347822,30537.54840868355,30416.107972968035,56.11199277435662,88.43775464855187,-32.32576187419525,68.44315492537528,61.469909841644515,-54.583199933176374,3364.737194117532,50.433821753889916,30820.08,30579.8,30579.824999999997,30663.449999999997,,70.0,30.0
2022-06-08 10:00:00,30530.6,30535.31,30336.81,30382.78,1204.7517,30483.794284898548,30522.808560237496,30414.800993635956,36.910577597220254,78.13231923828555,-41.22174164106529,54.369823680690324,61.78594364014911,-59.65070240242672,2972.0125588234355,47.233717011445066,30820.08,30579.8,30567.297499999997,30663.449999999997,,70.0,30.0
2022-06-08 11:00:00,30382.79,30510.01,30340.72,30410.85,1599.65981,30459.479523265698,30512.14584021488,30414.646052709057,23.685302713740384,67.24291593337651,-43.557613219636124,38.40050068816593,53.737826431410475,-52.76601275129818,2722.4938772191745,47.90963439795634,30712.46,30579.8,30286.324999999997,30663.449999999997,,70.0,30.0
2022-06-08 12:00:00,30410.85,30450.22,30111.01,30137.78,2626.91411,30352.246348843797,30476.491950670603,30403.788560445955,-8.729659690285189,52.04840080864417,-60.77806049892936,17.820263979818552,36.863529449558236,-87.54927380833223,2705.115737724779,42.240895046607584,30541.315000000002,30579.8,30155.4475,30663.449999999997,,70.0,30.0
2022-06-08 13:00:00,30137.79,30901.67,30051.16,30766.49,6583.01654,30490.327565895866,30504.1108125115,30418.01214631082,16.126989818701986,44.86411861065573,-28.737128791953744,39.73580097743811,31.985521881807497,3.3788552694147103,3410.188610865728,55.34237404050821,30675.945,30579.8,30155.4475,30663.449999999997,,70.0,30.0
